pickup,dropoff,passengers,distance,fare,payment,pickup_zone,dropoff_zone
26-03-2019 18:21,26-03-2019 18:51,2,14,39,credit card,JFK Airport,Douglaston
15-03-2019 13:23,15-03-2019 13:36,1,1.2,9.5,cash,Bloomingdale,Manhattan Valley
12-03-2019 14:08,12-03-2019 14:17,5,1.35,7.5,credit card,Yorkville West,Lenox Hill West
02-03-2019 00:11,02-03-2019 00:30,0,2.8,14.5,cash,Lower East Side,Williamsburg (South Side)
29-03-2019 13:13,29-03-2019 13:21,2,0.97,7,credit card,Upper East Side North,Yorkville East
26-03-2019 00:16,26-03-2019 00:40,1,9.8,30,credit card,JFK Airport,Stuyvesant Heights
03-03-2019 03:43,03-03-2019 03:58,1,3.9,14.5,credit card,East Village,Clinton West
24-03-2019 11:02,24-03-2019 11:18,1,1.9,11,credit card,Central Park,Penn Station/Madison Sq West
20-03-2019 15:39,20-03-2019 15:43,1,0.8,5,credit card,East Harlem South,Upper East Side North
17-03-2019 17:48,17-03-2019 17:59,1,1.79,9,credit card,Greenwich Village South,Kips Bay
19-03-2019 08:33,19-03-2019 09:05,1,7.19,26,credit card,Battery Park City,Midtown Center
30-03-2019 18:08,30-03-2019 18:16,1,1.33,7,credit card,UN/Turtle Bay South,Sutton Place/Turtle Bay North
03-03-2019 03:26,03-03-2019 03:46,1,6.85,23,cash,Meatpacking/West Village West,Morningside Heights
24-03-2019 17:41,24-03-2019 17:54,4,2.5,11.5,cash,West Chelsea/Hudson Yards,Battery Park City
06-03-2019 10:14,06-03-2019 10:22,1,1.08,7,credit card,Times Sq/Theatre District,Clinton West
24-03-2019 16:06,24-03-2019 16:22,1,2,12,credit card,Midtown North,UN/Turtle Bay South
12-03-2019 22:48,12-03-2019 23:18,2,20.25,52,credit card,JFK Airport,Lenox Hill East
17-03-2019 21:51,17-03-2019 22:05,1,2.6,11.5,credit card,Greenwich Village South,UN/Turtle Bay South
20-03-2019 19:09,20-03-2019 19:32,1,4.1,18,credit card,Little Italy/NoLiTa,Upper East Side South
18-03-2019 06:14,18-03-2019 06:35,2,9.41,27.5,cash,East Chelsea,Highbridge
30-03-2019 03:04,30-03-2019 03:09,3,0.71,5,credit card,East Village,East Village
30-03-2019 16:36,30-03-2019 17:05,0,3,18.5,credit card,Midtown East,Little Italy/NoLiTa
31-03-2019 13:37,31-03-2019 13:56,2,3.5,15,cash,Penn Station/Madison Sq West,Upper East Side North
01-03-2019 21:23,01-03-2019 21:35,1,2.02,9.5,credit card,Murray Hill,West Village
21-03-2019 22:13,21-03-2019 22:15,2,0.98,4.5,credit card,Sutton Place/Turtle Bay North,Upper East Side South
04-03-2019 13:33,04-03-2019 13:35,0,0.3,3.5,credit card,Yorkville East,Yorkville East
28-03-2019 16:21,28-03-2019 16:32,1,1.63,9,credit card,Union Sq,East Village
14-03-2019 13:04,14-03-2019 13:12,0,0.8,6.5,credit card,Midtown South,Midtown Center
13-03-2019 12:22,13-03-2019 12:31,2,1.2,7.5,credit card,Upper East Side South,Upper East Side North
18-03-2019 08:45,18-03-2019 08:52,2,1.3,7,credit card,Upper East Side South,Upper East Side North
11-03-2019 12:11,11-03-2019 12:26,1,1.25,10.5,credit card,Midtown North,Midtown East
03-03-2019 02:48,03-03-2019 03:04,1,3.9,15.5,credit card,East Village,Clinton East
25-03-2019 08:16,25-03-2019 08:25,1,0.82,7,credit card,UN/Turtle Bay South,Midtown East
09-03-2019 18:18,09-03-2019 19:06,1,3.6,27.5,cash,Little Italy/NoLiTa,Times Sq/Theatre District
09-03-2019 06:20,09-03-2019 06:52,5,18.71,52,credit card,Flatiron,JFK Airport
20-03-2019 11:40,20-03-2019 11:54,6,2.55,11.5,credit card,Times Sq/Theatre District,Central Park
06-03-2019 07:13,06-03-2019 07:15,6,0.59,4,credit card,Financial District North,Financial District South
15-03-2019 18:28,15-03-2019 18:42,1,2.6,12,credit card,Midtown East,Central Park
12-03-2019 17:16,12-03-2019 17:39,1,2.9,16,credit card,Upper East Side North,Penn Station/Madison Sq West
14-03-2019 07:39,14-03-2019 07:57,3,3.75,15,credit card,Lenox Hill West,East Harlem North
26-03-2019 23:15,26-03-2019 23:18,1,1.06,5,cash,Upper West Side North,Central Harlem
25-03-2019 19:14,25-03-2019 19:22,1,2.8,10,credit card,Financial District North,Alphabet City
13-03-2019 11:17,13-03-2019 11:48,0,10,32,credit card,LaGuardia Airport,Midtown East
05-03-2019 21:21,05-03-2019 21:37,4,3.33,14,credit card,Lincoln Square East,Central Harlem
30-03-2019 16:25,30-03-2019 16:38,1,2.5,11.5,cash,Times Sq/Theatre District,Upper West Side North
06-03-2019 12:39,06-03-2019 13:07,0,1.4,16,credit card,Penn Station/Madison Sq West,Times Sq/Theatre District
11-03-2019 10:10,11-03-2019 10:31,1,2.2,14,credit card,Midtown Center,Upper East Side North
24-03-2019 11:35,24-03-2019 11:48,5,2.08,10.5,credit card,Central Park,Midtown Center
17-03-2019 07:46,17-03-2019 07:58,1,3.5,12.5,credit card,World Trade Center,Penn Station/Madison Sq West
12-03-2019 11:29,12-03-2019 11:51,1,1.9,14,credit card,Union Sq,Times Sq/Theatre District
10-03-2019 15:29,10-03-2019 15:38,1,1.55,8,credit card,Lincoln Square West,Upper West Side South
06-03-2019 12:28,06-03-2019 12:49,1,1.42,13.5,cash,Upper East Side North,Midtown East
04-03-2019 15:59,04-03-2019 16:10,1,1.6,9,credit card,Lenox Hill West,Midtown Center
20-03-2019 02:56,20-03-2019 03:04,1,2.5,9,credit card,Midtown South,TriBeCa/Civic Center
20-03-2019 08:15,20-03-2019 08:38,1,5.59,18.03,credit card,Flatiron,Clinton West
25-03-2019 00:44,25-03-2019 01:11,1,16.65,45.5,credit card,JFK Airport,Williamsburg (North Side)
18-03-2019 20:04,18-03-2019 20:19,1,1.9,11,credit card,Kips Bay,East Chelsea
17-03-2019 16:33,17-03-2019 16:47,0,1.8,10,credit card,UN/Turtle Bay South,Lenox Hill West
21-03-2019 23:14,21-03-2019 23:34,1,7.03,23,credit card,LaGuardia Airport,Williamsburg (North Side)
02-03-2019 11:31,02-03-2019 12:20,1,25.28,70,credit card,East Harlem North,Brooklyn Heights
31-03-2019 05:24,31-03-2019 05:30,1,2.01,7.5,cash,Clinton East,Sutton Place/Turtle Bay North
08-03-2019 18:13,08-03-2019 18:39,1,2.8,17.5,credit card,West Village,Lincoln Square East
31-03-2019 02:00,31-03-2019 02:08,1,2.28,8.5,credit card,Lenox Hill East,UN/Turtle Bay South
17-03-2019 06:44,17-03-2019 07:37,1,9.13,38,credit card,Times Sq/Theatre District,Windsor Terrace
03-03-2019 12:30,03-03-2019 12:32,1,0.81,4.5,credit card,Yorkville West,Upper East Side North
05-03-2019 19:32,05-03-2019 20:03,1,5.62,24,credit card,Times Sq/Theatre District,Seaport
06-03-2019 09:58,06-03-2019 09:59,1,0.42,3.5,cash,Garment District,Times Sq/Theatre District
14-03-2019 07:24,14-03-2019 07:32,5,1.3,7,credit card,Upper West Side North,Lincoln Square West
14-03-2019 00:58,14-03-2019 01:05,1,1.18,6.5,cash,Clinton East,Midtown North
16-03-2019 08:36,16-03-2019 08:41,1,1.3,6,cash,Stuy Town/Peter Cooper Village,Murray Hill
29-03-2019 16:13,29-03-2019 16:29,2,2.1,11.5,credit card,Upper West Side South,Upper East Side South
15-03-2019 20:44,15-03-2019 21:11,1,3.37,17.5,credit card,Penn Station/Madison Sq West,Lower East Side
20-03-2019 13:57,20-03-2019 14:03,1,0.7,6,credit card,Upper East Side South,Midtown Center
05-03-2019 16:31,05-03-2019 16:46,2,1.1,9.5,cash,Upper East Side North,Lenox Hill East
06-03-2019 16:14,06-03-2019 16:22,1,0.7,6.5,credit card,Lenox Hill East,Yorkville West
30-03-2019 15:56,30-03-2019 16:06,1,0.96,8,credit card,Union Sq,East Village
23-03-2019 15:26,23-03-2019 15:39,1,1.73,10,cash,West Village,Little Italy/NoLiTa
29-03-2019 23:59,30-03-2019 00:11,1,1.65,9.5,cash,Greenwich Village South,Murray Hill
23-03-2019 20:30,23-03-2019 20:37,1,1.26,6.5,credit card,Lower East Side,East Village
21-03-2019 08:24,21-03-2019 08:30,1,0.7,6,cash,Upper East Side South,Midtown Center
30-03-2019 19:49,30-03-2019 19:55,1,1.11,6,credit card,Upper East Side South,Yorkville West
26-03-2019 19:35,26-03-2019 19:42,1,0.95,6.5,credit card,Little Italy/NoLiTa,TriBeCa/Civic Center
14-03-2019 02:45,14-03-2019 03:13,1,17.95,52,cash,JFK Airport,Midtown North
03-03-2019 01:19,03-03-2019 01:25,2,1,5.5,credit card,West Village,SoHo
27-03-2019 13:40,27-03-2019 14:01,1,2.3,14,cash,Greenwich Village North,Midtown North
01-03-2019 17:35,01-03-2019 17:44,1,1.1,7.5,credit card,Kips Bay,East Village
31-03-2019 00:35,31-03-2019 01:12,1,7.58,28.5,credit card,Midtown North,Park Slope
30-03-2019 23:41,30-03-2019 23:47,2,0.78,5.5,cash,Midtown Center,Midtown North
25-03-2019 16:18,25-03-2019 16:45,1,8.54,24.74,credit card,Kips Bay,Hamilton Heights
17-03-2019 10:14,17-03-2019 10:20,1,1.6,7.5,credit card,Yorkville East,Sutton Place/Turtle Bay North
24-03-2019 15:43,24-03-2019 16:02,1,3.2,14.5,cash,,
10-03-2019 16:38,10-03-2019 17:03,1,2.4,17,credit card,East Village,Lenox Hill West
22-03-2019 01:17,22-03-2019 01:30,1,2.3,10,credit card,Murray Hill,West Village
16-03-2019 20:41,16-03-2019 21:01,1,2.24,13,credit card,Meatpacking/West Village West,Murray Hill
07-03-2019 08:00,07-03-2019 08:17,1,1.94,12,credit card,Lincoln Square East,Midtown Center
01-03-2019 04:34,01-03-2019 04:37,1,0.8,5,credit card,Times Sq/Theatre District,Penn Station/Madison Sq West
14-03-2019 21:38,14-03-2019 21:59,1,4.96,20.5,credit card,Financial District North,Midtown South
23-03-2019 23:11,23-03-2019 23:29,1,4.4,16.5,cash,Downtown Brooklyn/MetroTech,West Chelsea/Hudson Yards
27-03-2019 09:22,27-03-2019 09:27,1,1.2,6,credit card,Clinton West,Central Park
26-03-2019 09:55,26-03-2019 10:08,1,1.2,9.5,credit card,Flatiron,Midtown South
19-03-2019 22:20,19-03-2019 22:20,1,0,52,cash,Midtown Center,Midtown Center
06-03-2019 20:24,06-03-2019 20:33,1,1.17,7.5,cash,Lenox Hill East,Sutton Place/Turtle Bay North
01-03-2019 16:58,01-03-2019 17:13,4,1.8,10.5,cash,East Chelsea,Flatiron
18-03-2019 00:12,18-03-2019 00:31,1,3.9,16,cash,East Village,East Williamsburg
02-03-2019 17:20,02-03-2019 17:24,1,1.13,5.5,cash,Upper East Side North,East Harlem North
25-03-2019 19:31,25-03-2019 19:36,1,1.1,6,credit card,Lenox Hill West,Yorkville West
11-03-2019 19:48,11-03-2019 19:52,3,0.4,4,credit card,Manhattan Valley,Bloomingdale
26-03-2019 23:15,26-03-2019 23:21,2,1.19,6,credit card,Union Sq,West Village
30-03-2019 21:54,30-03-2019 21:58,1,0.8,5,credit card,Manhattan Valley,Upper West Side North
03-03-2019 08:52,03-03-2019 08:54,1,0.82,4.5,credit card,Sutton Place/Turtle Bay North,Lenox Hill West
05-03-2019 14:19,05-03-2019 14:38,5,1.55,12.5,credit card,Penn Station/Madison Sq West,Midtown East
24-03-2019 17:29,24-03-2019 18:04,1,6.3,27.5,credit card,Murray Hill,Williamsburg (South Side)
15-03-2019 08:19,15-03-2019 09:06,1,10.54,40,credit card,Times Sq/Theatre District,LaGuardia Airport
14-03-2019 01:33,14-03-2019 01:45,1,4.17,14.5,credit card,Lower East Side,Midtown Center
01-03-2019 22:48,01-03-2019 22:50,1,0,3,,Times Sq/Theatre District,Times Sq/Theatre District
19-03-2019 20:13,19-03-2019 20:16,3,0.6,4,credit card,West Village,Greenwich Village South
07-03-2019 18:38,07-03-2019 18:50,1,1.9,9.5,credit card,Sutton Place/Turtle Bay North,Yorkville East
26-03-2019 20:20,26-03-2019 20:24,1,0.63,5,credit card,Clinton East,West Chelsea/Hudson Yards
24-03-2019 11:24,24-03-2019 11:40,1,6.95,21,credit card,East Harlem North,Little Italy/NoLiTa
23-03-2019 19:41,23-03-2019 19:52,1,1.11,8.5,credit card,Times Sq/Theatre District,UN/Turtle Bay South
06-03-2019 07:09,06-03-2019 07:16,1,1.33,7,credit card,Yorkville West,Central Park
10-03-2019 10:27,10-03-2019 10:31,5,0.63,4.5,credit card,Clinton East,Times Sq/Theatre District
25-03-2019 23:43,25-03-2019 23:53,1,2.21,10,credit card,Upper West Side North,Lincoln Square West
24-03-2019 00:44,24-03-2019 00:50,1,1.2,6,credit card,Clinton East,East Chelsea
02-03-2019 23:52,03-03-2019 00:03,2,1.3,8.5,credit card,Greenwich Village North,Gramercy
10-03-2019 11:40,10-03-2019 11:57,2,2.66,12.5,credit card,Upper East Side South,Gramercy
03-03-2019 19:55,03-03-2019 20:00,2,1.04,5.5,credit card,Flatiron,Hudson Sq
21-03-2019 01:03,21-03-2019 01:11,1,2.3,10,cash,Lower East Side,Williamsburg (North Side)
31-03-2019 09:46,31-03-2019 09:59,1,3.41,12.5,credit card,Penn Station/Madison Sq West,Upper East Side North
08-03-2019 21:21,08-03-2019 21:36,1,3.2,12.5,credit card,Garment District,Yorkville West
06-03-2019 11:21,06-03-2019 11:28,1,0.55,5.5,credit card,Yorkville West,Lenox Hill West
05-03-2019 21:37,05-03-2019 21:47,2,1.47,8,credit card,East Village,Union Sq
02-03-2019 20:35,02-03-2019 20:49,1,4.23,14,cash,LaGuardia Airport,Long Island City/Queens Plaza
30-03-2019 18:22,30-03-2019 18:33,1,1.54,9,credit card,Lower East Side,Kips Bay
07-03-2019 17:27,07-03-2019 18:13,1,6.6,30,credit card,Downtown Brooklyn/MetroTech,Bensonhurst West
07-03-2019 15:39,07-03-2019 15:44,3,0.7,5.5,credit card,Upper East Side North,Upper East Side North
28-03-2019 08:21,28-03-2019 08:38,1,2.12,12.5,cash,East Village,Flatiron
07-03-2019 13:02,07-03-2019 13:31,2,1.7,17.5,credit card,Penn Station/Madison Sq West,Midtown East
19-03-2019 11:34,19-03-2019 11:44,1,1.87,8,cash,Upper West Side North,Lincoln Square East
12-03-2019 09:49,12-03-2019 10:04,6,0.97,10,credit card,Midtown East,Murray Hill
29-03-2019 10:12,29-03-2019 10:46,1,3.53,22,credit card,Yorkville East,Times Sq/Theatre District
02-03-2019 01:17,02-03-2019 01:36,1,3.55,14.5,credit card,Clinton East,Lower East Side
13-03-2019 21:19,13-03-2019 21:28,1,1.8,8.5,credit card,Union Sq,Sutton Place/Turtle Bay North
21-03-2019 06:11,21-03-2019 06:25,1,2.35,11,credit card,Times Sq/Theatre District,Gramercy
17-03-2019 12:53,17-03-2019 13:35,1,3.44,25.5,credit card,Garment District,Upper East Side North
16-03-2019 21:38,16-03-2019 21:42,1,0.62,4.5,cash,Clinton West,Clinton East
27-03-2019 22:08,27-03-2019 22:17,1,1.2,7.5,credit card,Midtown North,Lincoln Square West
12-03-2019 22:25,12-03-2019 22:33,4,1.74,8,credit card,East Village,Hudson Sq
11-03-2019 06:16,11-03-2019 06:30,1,4.4,14.5,credit card,Lincoln Square East,TriBeCa/Civic Center
09-03-2019 18:37,09-03-2019 18:42,1,1.22,6,credit card,World Trade Center,Hudson Sq
19-03-2019 07:16,19-03-2019 07:27,1,2,9.5,credit card,SoHo,Murray Hill
12-03-2019 22:37,12-03-2019 22:43,2,1,6,credit card,Upper East Side South,Central Park
09-03-2019 19:17,09-03-2019 19:21,1,0.94,5.5,credit card,Penn Station/Madison Sq West,Midtown Center
20-03-2019 18:00,20-03-2019 18:06,1,1.13,6.5,cash,Upper West Side North,Lincoln Square East
03-03-2019 17:54,03-03-2019 17:59,2,0.4,4.5,credit card,Yorkville West,Yorkville West
11-03-2019 13:58,11-03-2019 14:04,1,0.7,5.5,cash,Union Sq,Murray Hill
21-03-2019 13:18,21-03-2019 13:41,1,2.2,15,credit card,Union Sq,Lenox Hill East
19-03-2019 06:12,19-03-2019 06:17,1,1.76,7,credit card,Upper East Side North,Midtown East
15-03-2019 05:56,15-03-2019 05:59,1,0.56,4,cash,Yorkville East,Lenox Hill East
08-03-2019 09:09,08-03-2019 09:28,1,1.29,12.5,cash,Gramercy,Midtown East
07-03-2019 17:56,07-03-2019 18:10,3,1.79,10,cash,Little Italy/NoLiTa,Murray Hill
23-03-2019 12:24,23-03-2019 12:38,1,0.9,9.5,cash,Penn Station/Madison Sq West,Union Sq
09-03-2019 16:19,09-03-2019 16:30,2,1.8,9.5,credit card,Lincoln Square East,Upper West Side North
16-03-2019 11:42,16-03-2019 11:51,1,1,7.5,credit card,Battery Park City,Financial District North
19-03-2019 13:05,19-03-2019 13:09,1,0.25,4.5,cash,Times Sq/Theatre District,Times Sq/Theatre District
28-03-2019 08:21,28-03-2019 09:33,6,15.73,52,credit card,JFK Airport,Central Park
29-03-2019 09:27,29-03-2019 09:41,1,1,9.5,cash,Lenox Hill West,Midtown East
26-03-2019 19:57,26-03-2019 20:08,1,1.3,9,credit card,East Harlem South,East Harlem North
16-03-2019 10:37,16-03-2019 10:56,2,2.34,13.5,credit card,UN/Turtle Bay South,West Chelsea/Hudson Yards
01-03-2019 19:17,01-03-2019 19:42,0,4.9,19.5,credit card,Midtown North,Battery Park City
02-03-2019 01:35,02-03-2019 01:39,1,1,5,cash,Penn Station/Madison Sq West,Clinton East
02-03-2019 23:03,02-03-2019 23:14,4,1.52,8.5,credit card,Times Sq/Theatre District,West Chelsea/Hudson Yards
01-03-2019 23:48,02-03-2019 00:08,1,3.76,16,credit card,Clinton West,East Village
21-03-2019 13:39,21-03-2019 13:50,3,1.3,8.5,credit card,UN/Turtle Bay South,Union Sq
19-03-2019 22:24,19-03-2019 22:27,2,0.8,5,credit card,Midtown East,Upper East Side South
28-03-2019 08:16,28-03-2019 08:24,1,0.73,6.5,credit card,Lenox Hill East,Upper East Side South
20-03-2019 07:31,20-03-2019 07:44,2,2.05,10,credit card,Lincoln Square East,Midtown East
06-03-2019 14:40,06-03-2019 14:51,2,1.9,9.5,credit card,West Village,West Chelsea/Hudson Yards
06-03-2019 07:48,06-03-2019 07:56,1,0.97,7,credit card,Yorkville East,Lenox Hill West
26-03-2019 21:38,26-03-2019 22:22,1,9.3,36,credit card,LaGuardia Airport,East Chelsea
14-03-2019 00:43,14-03-2019 00:49,1,1.68,7.5,cash,Clinton East,Central Park
09-03-2019 01:16,09-03-2019 01:25,5,2.18,9,credit card,Lower East Side,Penn Station/Madison Sq West
01-03-2019 17:09,01-03-2019 17:17,1,1.26,7,credit card,Midtown Center,Union Sq
12-03-2019 23:55,13-03-2019 00:04,2,2.47,9.5,cash,Upper East Side North,Murray Hill
28-03-2019 11:42,28-03-2019 12:02,1,2.3,14,credit card,Kips Bay,Clinton West
06-03-2019 09:18,06-03-2019 09:22,5,0.87,5,credit card,East Village,Union Sq
24-03-2019 06:17,24-03-2019 06:28,4,4.44,15,cash,Elmhurst,Steinway
14-03-2019 12:30,14-03-2019 12:53,2,2.6,16,cash,Penn Station/Madison Sq West,Upper East Side South
10-03-2019 13:00,10-03-2019 13:04,1,0.65,5,credit card,Lenox Hill West,Sutton Place/Turtle Bay North
07-03-2019 08:55,07-03-2019 08:58,1,0.48,4,cash,Garment District,Penn Station/Madison Sq West
07-03-2019 12:18,07-03-2019 12:37,4,2.9,14,credit card,Yorkville East,Murray Hill
18-03-2019 08:51,18-03-2019 09:13,1,7,22,credit card,Yorkville East,Financial District North
18-03-2019 21:51,18-03-2019 21:58,1,1.6,7,credit card,Central Park,Lenox Hill West
15-03-2019 10:22,15-03-2019 11:10,1,9.18,36,credit card,LaGuardia Airport,Downtown Brooklyn/MetroTech
09-03-2019 10:42,09-03-2019 10:49,1,1.1,7,credit card,Upper East Side South,Sutton Place/Turtle Bay North
20-03-2019 20:08,20-03-2019 20:26,1,4.32,17,credit card,Union Sq,Lincoln Square West
22-03-2019 05:18,22-03-2019 05:30,2,2.9,11.5,credit card,Times Sq/Theatre District,Yorkville West
01-03-2019 09:09,01-03-2019 09:15,1,0.67,6,credit card,Upper East Side North,Upper East Side North
06-03-2019 15:53,06-03-2019 16:17,1,2.9,16.5,credit card,Upper West Side South,UN/Turtle Bay South
26-03-2019 21:18,26-03-2019 21:30,1,2,9.5,credit card,Union Sq,Lower East Side
05-03-2019 20:49,05-03-2019 20:58,1,1.26,7.5,credit card,East Village,Murray Hill
29-03-2019 23:15,29-03-2019 23:41,1,7,25.5,credit card,Lenox Hill East,Williamsburg (South Side)
16-03-2019 14:53,16-03-2019 14:56,1,1,5,credit card,Lenox Hill East,Lenox Hill West
13-03-2019 13:35,13-03-2019 14:26,1,12.27,44.5,credit card,Flatiron,East Tremont
08-03-2019 10:29,08-03-2019 10:35,6,1.44,7,credit card,East Harlem South,Upper East Side North
17-03-2019 23:33,17-03-2019 23:38,3,0.94,5.5,cash,Times Sq/Theatre District,Lincoln Square East
25-03-2019 20:28,25-03-2019 20:34,1,0.9,6,credit card,Midtown East,Murray Hill
07-03-2019 10:04,07-03-2019 10:23,1,1.3,12.5,credit card,Midtown North,Murray Hill
02-03-2019 16:03,02-03-2019 16:07,4,1.4,6.5,cash,Midtown South,Midtown North
27-03-2019 10:48,27-03-2019 10:59,1,0.76,8,credit card,Midtown Center,Midtown East
10-03-2019 21:39,10-03-2019 21:46,4,1.14,6.5,credit card,Union Sq,West Village
26-03-2019 17:42,26-03-2019 17:56,1,1.73,10,credit card,East Village,UN/Turtle Bay South
30-03-2019 14:53,30-03-2019 15:07,5,1.77,10.5,credit card,Flatiron,Central Park
29-03-2019 21:55,29-03-2019 22:07,1,1.6,9.5,cash,TriBeCa/Civic Center,Lower East Side
23-03-2019 14:22,23-03-2019 14:31,1,2.1,9,cash,Lenox Hill West,Central Park
17-03-2019 11:10,17-03-2019 11:12,2,0.39,3.5,cash,East Village,East Village
04-03-2019 06:40,04-03-2019 06:52,2,2.2,10,credit card,Lincoln Square West,Lenox Hill East
16-03-2019 10:23,16-03-2019 10:32,2,6.68,19.5,cash,LaGuardia Airport,Kew Gardens
14-03-2019 09:27,14-03-2019 09:35,1,1.25,7.5,cash,Times Sq/Theatre District,Clinton West
22-03-2019 00:36,22-03-2019 00:52,1,4.92,16.5,cash,Upper West Side South,Mott Haven/Port Morris
01-03-2019 20:27,01-03-2019 20:34,1,1.47,7,credit card,Kips Bay,East Village
25-03-2019 11:48,25-03-2019 11:57,1,1.52,7.5,credit card,Flatiron,Meatpacking/West Village West
18-03-2019 08:29,18-03-2019 08:31,1,0.4,3.5,cash,Upper East Side North,Upper East Side North
22-03-2019 20:49,22-03-2019 21:00,1,2.48,10,credit card,Meatpacking/West Village West,Clinton East
26-03-2019 04:07,26-03-2019 04:28,6,5.19,18.5,cash,Clinton East,Sunnyside
24-03-2019 11:39,24-03-2019 11:46,1,1.1,7,credit card,Yorkville East,Lenox Hill East
23-03-2019 17:11,23-03-2019 17:11,2,0,52,credit card,Clinton East,Clinton East
22-03-2019 08:26,22-03-2019 08:42,1,2.1,12,credit card,Greenwich Village South,Midtown East
12-03-2019 12:52,12-03-2019 12:58,5,0.96,6,cash,Upper East Side South,Yorkville West
29-03-2019 23:36,29-03-2019 23:45,1,1.51,8,credit card,East Chelsea,West Village
21-03-2019 12:01,21-03-2019 12:13,1,0.8,9,cash,Midtown South,Midtown Center
26-03-2019 11:21,26-03-2019 11:29,2,0.7,6.5,cash,East Village,Greenwich Village North
26-03-2019 09:22,26-03-2019 09:38,1,1.77,11.5,cash,Midtown East,Upper East Side North
09-03-2019 00:13,09-03-2019 00:19,1,1.15,6.5,cash,Yorkville West,Central Park
09-03-2019 20:22,09-03-2019 20:52,1,10,30,credit card,LaGuardia Airport,Boerum Hill
10-03-2019 11:59,10-03-2019 12:08,1,1.05,7,credit card,Midtown Center,Midtown Center
16-03-2019 09:05,16-03-2019 09:10,1,1.12,6,credit card,Upper West Side South,Lincoln Square East
09-03-2019 13:52,09-03-2019 14:01,1,1.83,8.5,credit card,Upper East Side North,Lincoln Square East
16-03-2019 23:42,16-03-2019 23:49,2,0.86,6,cash,Garment District,Midtown Center
20-03-2019 21:42,20-03-2019 22:05,1,9.08,28.5,credit card,LaGuardia Airport,Upper West Side North
23-03-2019 21:11,23-03-2019 21:21,1,1.1,8,credit card,Midtown South,Flatiron
21-03-2019 10:45,21-03-2019 10:54,1,1.18,7.5,credit card,Financial District South,Battery Park City
30-03-2019 23:13,30-03-2019 23:33,2,2.39,14,cash,SoHo,Murray Hill
09-03-2019 13:21,09-03-2019 13:21,2,0,2.5,cash,Garment District,Garment District
30-03-2019 04:45,30-03-2019 04:49,6,1.49,6,cash,Lenox Hill West,Sutton Place/Turtle Bay North
17-03-2019 16:33,17-03-2019 16:38,1,0.8,5.5,credit card,Sutton Place/Turtle Bay North,Lenox Hill West
24-03-2019 17:19,24-03-2019 17:19,1,0.34,65,credit card,Kew Gardens,
12-03-2019 19:04,12-03-2019 19:12,3,1.3,7.5,cash,Lower East Side,West Village
02-03-2019 10:11,02-03-2019 10:17,1,1.24,6,credit card,Clinton East,Midtown South
14-03-2019 20:33,14-03-2019 20:53,0,2.5,13.5,credit card,Union Sq,Alphabet City
22-03-2019 18:07,22-03-2019 18:17,2,1.46,8.5,cash,Midtown North,Upper East Side South
15-03-2019 21:04,15-03-2019 21:22,2,4.5,17,credit card,Upper West Side North,Garment District
20-03-2019 19:40,20-03-2019 20:00,2,4.41,17,credit card,Penn Station/Madison Sq West,Morningside Heights
02-03-2019 09:28,02-03-2019 09:34,1,0.76,5.5,credit card,Gramercy,East Village
17-03-2019 20:34,17-03-2019 21:15,1,20.9,52,cash,JFK Airport,Washington Heights North
21-03-2019 20:15,21-03-2019 20:21,1,1.2,6.5,credit card,Upper East Side North,Upper West Side South
16-03-2019 00:46,16-03-2019 01:04,1,3.07,13.5,credit card,Lower East Side,Midtown South
08-03-2019 16:21,08-03-2019 16:33,1,0.87,8.5,credit card,Lincoln Square East,Upper East Side South
13-03-2019 19:28,13-03-2019 19:32,1,0.7,5,credit card,Hudson Sq,Meatpacking/West Village West
14-03-2019 11:35,14-03-2019 11:50,1,1.63,11.5,credit card,Midtown East,Upper East Side North
30-03-2019 08:20,30-03-2019 08:25,1,0.64,5.5,cash,Garment District,Times Sq/Theatre District
31-03-2019 03:15,31-03-2019 03:22,1,1,6.5,cash,Clinton East,Midtown Center
26-03-2019 18:43,26-03-2019 18:51,1,1.06,7,cash,Clinton East,East Chelsea
08-03-2019 10:25,08-03-2019 10:31,1,1.1,6.5,credit card,Yorkville West,Lenox Hill West
30-03-2019 00:39,30-03-2019 00:43,1,0.84,5,credit card,,
07-03-2019 13:56,07-03-2019 14:02,1,0.74,5.5,credit card,Upper East Side North,Upper East Side South
14-03-2019 07:01,14-03-2019 07:06,1,0.78,5,credit card,Clinton East,Times Sq/Theatre District
13-03-2019 12:28,13-03-2019 12:43,1,1.8,10.5,credit card,Midtown Center,Upper East Side North
16-03-2019 10:28,16-03-2019 10:29,1,0.66,4,credit card,Yorkville West,Lenox Hill West
31-03-2019 02:51,31-03-2019 03:03,1,3.13,12.5,credit card,Midtown North,Central Harlem
16-03-2019 11:25,16-03-2019 11:37,2,5,16,credit card,Yorkville East,Lower East Side
17-03-2019 13:01,17-03-2019 13:13,1,1.7,9,cash,Midtown East,Murray Hill
03-03-2019 11:47,03-03-2019 11:58,2,1,8.5,cash,Midtown East,Penn Station/Madison Sq West
09-03-2019 15:58,09-03-2019 16:21,5,1.99,15,cash,Clinton East,Flatiron
23-03-2019 03:08,23-03-2019 03:28,1,9.7,28,credit card,East Village,Flatbush/Ditmas Park
